RR_l_0,RR_l_0/RR_l_1,RR_l_1,RR_l_1/RR_l_2,RR_l_2,RR_l_2/RR_l_3,RR_l_3,RR_l_3/RR_l_4,RR_r_0,RR_r_0/RR_r_1,RR_r_1,RR_r_1/RR_r_2,RR_r_2,RR_r_2/RR_r_3,RR_r_3,RR_r_3/RR_r_4,seq_size,signal_mean,signal_std,wl_side,wr_side,P_val,Q_val,R_val,S_val,T_val,P_pos,Q_pos,R_pos,S_pos,T_pos,label
185.0,1.48,125.0,1.0080645161290325,124.0,1.0689655172413792,116.0,0.8787878787878788,132.0,0.9850746268656716,134.0,1.1754385964912282,114.0,1.008849557522124,113.0,1.118811881188119,139.0,-0.2132268679639658,0.2639389404323963,47.0,92.0,0.2006610503773657,0.2716947682214501,0.2978220507485623,-0.1273939227389549,0.2839556423922201,0.585,0.62,0.63,0.775,0.65,2.0
121.0,0.937984496124031,129.0,0.9347826086956522,138.0,0.9078947368421052,152.0,1.1176470588235294,132.0,1.03125,128.0,0.9696969696969696,132.0,1.11864406779661,118.0,1.0085470085470083,162.0,-0.034093496806763,0.3093435639798665,70.0,92.0,0.3630522604525457,-1.1215525477221533,0.4543035057541869,0.0241016302995821,0.3840533605048045,0.62,0.44,0.655,0.76,0.675,2.0
155.0,0.945121951219512,164.0,0.8817204301075269,186.0,0.9738219895287958,191.0,1.0494505494505495,228.0,1.3255813953488371,172.0,1.0238095238095235,168.0,1.5700934579439252,107.0,0.5572916666666666,237.0,-0.0356426783613641,0.477625060339895,78.0,159.0,1.2343417430681545,-0.153188297981235,2.212522196122189,-0.379272217611404,-0.3334654958399309,0.3,0.26,0.325,0.385,0.57,2.0
121.0,1.0168067226890756,119.0,1.0084745762711864,118.0,1.0085470085470083,117.0,0.9915254237288136,165.0,1.7934782608695652,92.0,0.6344827586206897,145.0,1.228813559322034,118.0,1.0085470085470083,165.0,-0.2268880666420244,0.6357924038986509,50.0,115.0,0.6583754034122038,0.1898528277939117,0.7738971651264783,-0.1519306390555963,0.4938183353300489,0.58,0.48,0.615,0.775,0.66,2.0
132.0,1.0819672131147542,122.0,1.0427350427350428,117.0,0.9831932773109244,119.0,1.3837209302325582,163.0,1.9878048780487805,82.0,0.5290322580645161,155.0,1.3362068965517242,116.0,0.9830508474576272,167.0,-0.0989092866913149,0.6017817676050214,53.0,114.0,0.6129627015533757,0.2681967692556948,0.8859168768650705,0.8462201460653969,0.8462201460653969,0.52,0.44,0.55,0.57,0.57,2.0
170.0,1.9540229885057472,87.0,0.5028901734104047,173.0,1.2269503546099292,141.0,1.3177570093457944,135.0,0.8881578947368421,152.0,1.3693693693693694,111.0,0.9098360655737704,122.0,0.6931818181818182,182.0,-0.1561202961633383,0.1366008113209205,88.0,94.0,-0.1528352578263941,-0.1659014876604557,0.2945728396907598,-0.7215935924655937,-0.0422899938240824,0.37,0.4,0.445,0.49,0.66,2.0
238.0,2.163636363636364,110.0,0.5116279069767442,215.0,1.2797619047619049,168.0,1.018181818181818,226.0,1.9652173913043478,115.0,0.572139303482587,201.0,1.3958333333333333,144.0,0.9230769230769232,235.0,-0.0969631039497751,0.4494363368307636,77.0,158.0,0.5312083432939744,0.5922245943838411,0.6022880093705556,-0.0366652089006515,0.5202760388867029,0.525,0.56,0.57,0.69,0.59,2.0
125.0,0.9615384615384616,130.0,0.9774436090225564,133.0,0.9925373134328358,134.0,0.9241379310344828,161.0,1.2105263157894737,133.0,0.9851851851851852,135.0,1.115702479338843,121.0,0.7289156626506024,191.0,0.0562528947334812,0.6357594858701958,79.0,112.0,0.875815412705677,0.9113451893277869,1.124746494865794,0.9009895698213776,0.9498830312048104,0.655,0.68,0.7,0.74,0.72,2.0
167.0,0.9597701149425288,174.0,1.0116279069767442,172.0,1.1168831168831168,154.0,1.0266666666666666,200.0,1.4598540145985401,137.0,1.0223880597014925,134.0,1.0151515151515151,132.0,0.9295774647887324,210.0,-0.168844248236708,0.2829022712183857,70.0,140.0,-0.1383447566457085,-0.2235514093717378,1.2916755639482436,-0.27128482821909,-0.0022823213128026,0.27,0.295,0.33,0.38,0.57,2.0
120.0,1.0434782608695652,115.0,1.2637362637362637,91.0,1.1973684210526316,76.0,0.4086021505376344,153.0,1.3660714285714286,112.0,1.5555555555555556,72.0,0.4363636363636363,165.0,2.0121951219512195,166.0,-0.0658058361371464,0.5844037082018306,59.0,107.0,0.5922788311074435,0.2566477324745075,0.8635637555537445,0.0314632802181133,0.7810415984650034,0.555,0.475,0.615,0.76,0.635,2.0
116.0,1.0175438596491229,114.0,1.0178571428571428,112.0,1.0,112.0,0.9824561403508772,154.0,1.375,112.0,1.009009009009009,111.0,0.9823008849557522,113.0,1.018018018018018,156.0,-0.3841139519702312,0.7162954536072691,49.0,107.0,0.4463714303716816,0.0090954652802728,0.7417694901617871,-0.1101855685070739,0.6876505788828634,0.585,0.515,0.64,0.795,0.66,2.0
180.0,1.2857142857142858,140.0,1.044776119402985,134.0,0.575107296137339,233.0,1.1477832512315271,174.0,1.2517985611510791,139.0,0.972027972027972,143.0,0.9050632911392406,158.0,1.0533333333333332,180.0,-0.3164218597650877,0.3794713784666876,59.0,121.0,0.6120599274554019,-0.2951424986746002,1.163499658628083,-0.2006684881989717,-0.0132067463540718,0.305,0.24,0.325,0.385,0.395,2.0
139.0,0.9586206896551724,145.0,1.1068702290076335,131.0,0.8972602739726028,146.0,0.9733333333333334,197.0,1.1588235294117648,170.0,0.9497206703910616,179.0,1.0591715976331362,169.0,1.1342281879194631,211.0,-0.0891718300736707,0.4424558263299423,74.0,137.0,0.5270408119617709,0.6171280802610278,0.6326905009746465,-0.1196984924623116,0.3625804061357249,0.525,0.565,0.57,0.725,0.62,2.0
232.0,1.045045045045045,222.0,1.930434782608696,115.0,0.9913793103448276,116.0,0.5225225225225225,116.0,0.5155555555555555,225.0,1.9396551724137927,116.0,0.9914529914529916,117.0,1.073394495412844,158.0,-0.2001839066152944,0.8812794871677015,77.0,81.0,1.3956071548059623,-0.4038067097757439,2.6791724874216736,-0.8608316053336413,-0.1478679806117775,0.44,0.4,0.495,0.545,0.84,2.0
124.0,0.8794326241134752,141.0,1.0601503759398496,133.0,0.9708029197080292,137.0,0.9448275862068966,184.0,2.0444444444444443,90.0,0.6923076923076923,130.0,1.007751937984496,129.0,1.5925925925925926,189.0,-0.0340731824620963,0.2502123069166624,61.0,128.0,-0.0150917406080467,-0.1031701206197091,0.4499362417123208,-1.1131778605533782,0.3559695564178453,0.18,0.26,0.29,0.33,0.495,2.0
155.0,1.3716814159292037,113.0,0.5355450236966824,211.0,1.7154471544715446,123.0,0.5642201834862385,214.0,1.7833333333333334,120.0,0.5150214592274678,233.0,1.9579831932773109,119.0,0.5862068965517241,226.0,-0.4618106471017606,0.4815237635919472,77.0,149.0,1.0406032531041338,-0.7321307296081732,1.762265791922876,-0.9470210699841324,-0.7195649742377621,0.32,0.275,0.345,0.4,0.595,2.0
150.0,1.530612244897959,98.0,0.5903614457831325,166.0,1.4821428571428572,112.0,0.6787878787878788,164.0,1.64,100.0,0.684931506849315,146.0,1.5051546391752575,97.0,0.532967032967033,187.0,-0.0211292954780396,0.5247058910556599,73.0,114.0,0.84006081142343,0.83888104325785,0.8884386438947431,0.1015048205009716,0.38366798644005,0.565,0.6,0.615,0.735,0.685,2.0
151.0,1.8875,80.0,0.5031446540880503,159.0,1.7282608695652173,92.0,0.6013071895424836,169.0,1.4201680672268908,119.0,1.0,119.0,1.63013698630137,73.0,0.4397590361445783,170.0,-0.3151800755231811,0.6238664406097252,52.0,118.0,0.4877457577216635,0.119338294748131,0.6954597929901579,-0.2080653266331657,0.6580167502053594,0.57,0.49,0.61,0.75,0.625,2.0
142.0,1.2033898305084745,118.0,0.7814569536423841,151.0,1.290598290598291,117.0,0.6190476190476191,178.0,1.4471544715447155,123.0,0.5829383886255924,211.0,2.1979166666666665,96.0,0.5052631578947369,202.0,-0.0020092392163834,0.4885616716948013,78.0,124.0,0.5270414427627821,0.2579631417086385,0.7363161460713455,0.0050086569795963,0.6832622486421257,0.575,0.54,0.645,0.78,0.66,2.0
157.0,1.256,125.0,0.5681818181818182,220.0,1.1398963730569949,193.0,1.0722222222222222,210.0,1.2280701754385965,171.0,1.062111801242236,161.0,1.0125786163522013,159.0,0.9298245614035088,245.0,-0.2813687965749794,0.5338017097333861,98.0,147.0,1.2412685269057584,-0.4209904791454252,2.3056383621624343,-0.7711146275559513,-0.3564373448347877,0.375,0.335,0.4,0.455,0.705,2.0
194.0,1.779816513761468,109.0,0.6687116564417178,163.0,1.613861386138614,101.0,0.5642458100558659,169.0,1.5648148148148149,108.0,0.6428571428571429,168.0,1.6153846153846154,104.0,0.6227544910179641,192.0,-0.0535885759356134,0.5164625043698182,74.0,118.0,0.8104929594103574,0.8384393307760767,0.9637973236812186,0.4969000114267472,0.6392696286617015,0.58,0.6,0.615,0.63,0.635,2.0
172.0,1.5087719298245614,114.0,0.6867469879518072,166.0,1.5961538461538465,104.0,0.6341463414634146,78.0,0.3236514522821577,241.0,2.2523364485981308,107.0,0.4246031746031746,252.0,1.9534883720930232,133.0,-0.0760101625925593,0.503253187178387,79.0,54.0,0.3046580733004976,-1.7441089352955343,0.691243073980649,0.542388472224403,0.592205205451137,0.775,0.595,0.85,0.87,0.875,2.0
113.0,0.9912280701754386,114.0,1.1287128712871286,101.0,0.7769230769230769,130.0,1.1111111111111112,146.0,1.2586206896551724,116.0,1.5064935064935066,77.0,0.5167785234899329,149.0,1.839506172839506,164.0,-0.2933687697162037,0.4034684237968153,62.0,102.0,0.6159848601830569,-0.2502252815150266,1.3504303510486733,-1.1426233688155356,-0.2607425134473988,0.345,0.25,0.385,0.425,0.665,2.0
152.0,1.4901960784313726,102.0,0.8095238095238095,126.0,1.1150442477876106,113.0,1.4303797468354431,154.0,1.9012345679012346,81.0,0.5192307692307693,156.0,1.3448275862068966,116.0,1.0265486725663715,156.0,-0.3764835687685979,0.6289986160630169,49.0,107.0,0.4457956109600742,-0.0780091954215453,0.6852699051777353,-0.2669617007891823,0.5003050957099912,0.6,0.505,0.645,0.8,0.68,2.0
166.0,1.5809523809523809,105.0,0.7142857142857143,147.0,1.4411764705882353,102.0,0.5513513513513514,165.0,1.7553191489361701,94.0,0.5136612021857924,183.0,1.2534246575342465,146.0,1.280701754385965,187.0,-0.0074055278410389,0.4602665770185167,72.0,115.0,0.3446860571511784,0.680160776786948,0.8718793018155605,0.7878973826155817,0.794810075867266,0.495,0.545,0.56,0.575,0.605,2.0
211.0,1.4256756756756757,148.0,1.1653543307086611,127.0,1.0,127.0,1.4941176470588236,170.0,1.3076923076923077,130.0,1.0743801652892562,121.0,0.8897058823529411,136.0,0.576271186440678,185.0,-0.2061488814492442,0.3670168405370025,67.0,118.0,0.6402144493663247,-0.2055778894472362,1.1195927333497635,-0.0457252378959952,0.0293174253177339,0.34,0.28,0.365,0.425,0.43,2.0
141.0,1.0522388059701493,134.0,0.9925925925925926,135.0,0.9574468085106383,141.0,1.1015625,219.0,1.8879310344827587,116.0,0.6480446927374302,179.0,1.6886792452830188,106.0,0.5221674876847291,230.0,-0.1372808994531167,0.4135887056199496,77.0,153.0,0.0091583121569473,0.0138960502671965,1.477556787303985,-0.8262907107489406,-0.3668578820869161,0.26,0.275,0.34,0.375,0.58,2.0
149.0,1.3070175438596492,114.0,0.926829268292683,123.0,1.0603448275862069,116.0,0.7160493827160493,131.0,1.2596153846153846,104.0,0.6582278481012658,158.0,1.144927536231884,138.0,1.0952380952380951,160.0,-0.1179199775408973,0.540128749417936,69.0,91.0,0.6592723570471235,0.6520480187126677,0.7718882014159446,0.074177218842393,0.594556147486056,0.655,0.7,0.72,0.84,0.75,2.0
146.0,0.9012345679012346,162.0,1.0945945945945943,148.0,1.0136986301369864,146.0,1.020979020979021,177.0,1.5258620689655173,116.0,0.6373626373626373,182.0,1.467741935483871,124.0,0.8266666666666667,201.0,-0.0610397784481627,0.4154326096030365,78.0,123.0,0.5164133194532124,0.5226990961687608,0.6713865132911736,0.4157377148153798,0.4219605706922074,0.6,0.625,0.645,0.675,0.68,2.0
120.0,1.5384615384615383,78.0,0.4875,160.0,1.3333333333333333,120.0,0.9917355371900828,168.0,1.3770491803278688,122.0,1.0517241379310345,116.0,1.432098765432099,81.0,0.5225806451612903,170.0,-0.4597176705406867,0.6587291075649064,53.0,117.0,0.3310443253235344,0.1033672363355917,0.5980342186297372,-0.050896039232111,0.3601865696047825,0.565,0.53,0.62,0.7,0.66,2.0
155.0,1.1654135338345866,133.0,0.910958904109589,146.0,1.0579710144927537,138.0,0.8679245283018868,158.0,1.5339805825242718,103.0,1.2261904761904765,84.0,0.3636363636363636,231.0,2.179245283018868,180.0,-0.0869188446371952,0.5123200084260846,70.0,110.0,0.6579187496726682,0.6958076699199329,0.7105357587887433,0.6847507674146001,0.6847507674146001,0.595,0.62,0.63,0.645,0.645,2.0
110.0,1.0,110.0,0.9821428571428572,112.0,0.5283018867924528,212.0,0.925764192139738,111.0,1.15625,96.0,0.7559055118110236,127.0,1.1759259259259258,108.0,1.0093457943925233,152.0,-0.3085711505899981,1.0033025246764218,75.0,77.0,0.9497739069204848,-0.5737768662954917,2.5098205812045515,-1.1015531950114914,-0.3021567579502744,0.43,0.395,0.5,0.555,0.85,2.0
132.0,0.8859060402684564,149.0,0.9254658385093169,161.0,1.3644067796610169,118.0,0.7239263803680982,181.0,0.9282051282051282,195.0,1.2037037037037035,162.0,1.0062111801242235,161.0,1.0733333333333333,198.0,-0.2098905501518774,0.5458919054128681,72.0,126.0,0.5311381692950098,0.6409176667919873,0.6565774678839528,-0.1307366661951113,0.5369386283582729,0.565,0.6,0.605,0.75,0.64,2.0
115.0,1.5972222222222223,72.0,0.4444444444444444,162.0,1.35,120.0,1.0084033613445378,155.0,1.3247863247863247,117.0,0.9831932773109244,119.0,1.469135802469136,81.0,0.5159235668789809,164.0,-0.1973398193106118,0.5791670248777359,56.0,108.0,0.5235463068199405,0.1595289056919475,0.737245692936806,-0.1632517768413015,0.2111026664233562,0.555,0.47,0.605,0.765,0.68,2.0
120.0,1.0810810810810811,111.0,0.9736842105263158,114.0,0.9743589743589745,117.0,1.073394495412844,109.0,0.4954545454545455,220.0,1.9130434782608696,115.0,1.0,115.0,0.5227272727272727,157.0,-0.6248452800075662,1.0410769825348682,81.0,76.0,0.8864447777230409,2.147952257653895,2.198106014160233,-1.508637994060778,-0.6786347654710312,0.45,0.505,0.515,0.575,0.88,2.0
153.0,1.2540983606557377,122.0,1.0166666666666666,120.0,1.2,100.0,0.7142857142857143,159.0,1.7666666666666666,90.0,0.5844155844155844,154.0,1.2622950819672132,122.0,1.564102564102564,168.0,0.3425677677508105,0.5985367770727561,57.0,111.0,0.8748347697599431,0.7949073646790197,1.1569851536063924,0.3869867942719575,0.9468070453950086,0.505,0.49,0.585,0.74,0.63,2.0
118.0,1.0085470085470083,117.0,0.9915254237288136,118.0,1.4047619047619049,84.0,0.5526315789473685,145.0,1.228813559322034,118.0,1.0085470085470083,117.0,0.4875,240.0,2.051282051282051,165.0,-0.2425676641955301,0.4762209141346264,64.0,101.0,0.6728152117205964,-0.1823421358114894,1.688628111174226,-1.3693244312649533,-0.121089613810369,0.35,0.275,0.39,0.435,0.685,2.0
121.0,1.5125,80.0,0.5369127516778524,149.0,1.2735042735042734,117.0,0.9831932773109244,150.0,1.2195121951219512,123.0,1.0423728813559323,118.0,1.4390243902439024,82.0,0.5394736842105263,161.0,-0.1260590727652829,0.632994599612894,56.0,105.0,0.5788642441116169,0.2963171094586244,0.8810461506504299,-0.0748296825139784,0.585595407202795,0.535,0.475,0.6,0.77,0.655,2.0
126.0,1.5555555555555556,81.0,0.4969325153374233,163.0,1.101351351351351,148.0,1.184,191.0,1.8725490196078431,102.0,0.8225806451612904,124.0,0.9253731343283582,134.0,0.9925925925925926,178.0,-0.2149832260592413,0.2126692607246443,45.0,133.0,0.1818878643768033,0.2337899235705549,0.2556724004697668,0.2346900235536182,-0.0217839195979901,0.445,0.475,0.485,0.495,0.55,2.0
131.0,0.9776119402985076,134.0,0.9925925925925926,135.0,1.2272727272727273,110.0,0.7801418439716312,136.0,1.088,125.0,1.024590163934426,122.0,0.9606299212598424,127.0,0.9921875,183.0,-0.1034027723859697,0.372972000960589,88.0,95.0,0.4522181905010696,0.4889922962342946,0.5139508871066601,0.0092091599809987,0.4371963113445595,0.67,0.7,0.715,0.825,0.735,2.0
82.0,1.0123456790123455,81.0,0.8804347826086957,92.0,0.5508982035928144,167.0,1.7956989247311828,122.0,1.4878048780487805,82.0,0.9213483146067416,89.0,0.536144578313253,166.0,1.7473684210526317,171.0,-0.1299487718583577,0.1713214687672976,86.0,85.0,-0.1346491599926892,-0.2422436970718969,0.3641599452373933,-0.5075161022821956,0.1842481663485997,0.325,0.455,0.5,0.575,0.73,2.0
179.0,1.0,179.0,1.0718562874251496,167.0,1.8977272727272727,88.0,0.3450980392156862,256.0,1.610062893081761,159.0,1.0192307692307692,156.0,1.0263157894736843,152.0,0.987012987012987,241.0,-0.1432070578544697,0.7003923022072941,62.0,179.0,-0.3297844997172121,-0.1307401283603703,1.4674607679552267,-2.1558865976827124,0.722360699057146,0.155,0.22,0.26,0.31,0.455,2.0
156.0,1.0196078431372548,153.0,0.9444444444444444,162.0,1.862068965517241,87.0,0.3307984790874524,220.0,1.4193548387096775,155.0,0.96875,160.0,1.019108280254777,157.0,1.0608108108108107,209.0,-0.1769865814526859,0.6884296928634462,55.0,154.0,0.9721303789331072,-0.2234309284538834,1.3866593219177763,-2.1794195078227045,0.5482290916849246,0.25,0.215,0.265,0.325,0.455,2.0
127.0,1.1545454545454543,110.0,0.7189542483660131,153.0,1.5,102.0,0.5795454545454546,173.0,1.2357142857142858,140.0,0.6796116504854369,206.0,2.145833333333333,96.0,0.5853658536585366,167.0,-0.0448824710491063,0.2605271595853357,46.0,121.0,0.2869875405732376,0.3399643868460642,0.3587187227990923,-0.0605152197179144,0.2734081446356839,0.46,0.49,0.5,0.61,0.53,2.0
168.0,0.9882352941176472,170.0,1.0059171597633136,169.0,1.0628930817610065,159.0,1.0460526315789471,226.0,1.4394904458598725,157.0,1.0194805194805194,154.0,1.013157894736842,152.0,0.9047619047619048,232.0,-0.248785102429748,0.5692567347363928,74.0,158.0,0.6193976540618409,0.2483952612381671,0.956964381864633,-0.2695251592277122,-0.2695251592277122,0.5,0.45,0.545,0.655,0.655,2.0
111.0,0.9487179487179488,117.0,1.0636363636363635,110.0,0.9322033898305084,118.0,1.0825688073394495,121.0,1.0707964601769913,113.0,1.0560747663551402,107.0,0.4755555555555555,225.0,2.710843373493976,156.0,-0.3862386737487611,0.952543755898379,72.0,84.0,0.9372052403153796,-0.5874535295448677,2.544040116619987,-1.3030213846326308,2.1755529312254893,0.43,0.395,0.47,0.575,0.495,2.0
132.0,1.03125,128.0,1.024,125.0,0.8012820512820513,156.0,0.896551724137931,151.0,2.157142857142857,70.0,0.3571428571428571,196.0,1.3333333333333333,147.0,1.0352112676056338,252.0,-0.1514404065543309,0.1956943018460802,147.0,105.0,-0.1109163052066645,-0.0960165643323093,0.7844469384532503,0.7031983948926408,0.7031983948926408,0.51,0.54,0.57,0.585,0.585,2.0
107.0,0.9907407407407408,108.0,0.9310344827586208,116.0,1.0265486725663715,113.0,1.036697247706422,110.0,1.0,110.0,0.9821428571428572,112.0,0.5283018867924528,212.0,0.925764192139738,154.0,-0.2318091752081792,0.9979289440334478,77.0,77.0,0.8860112410735399,-0.4967379193212407,2.4269292530480877,2.298923233754431,2.298923233754431,0.43,0.4,0.47,0.495,0.495,2.0
88.0,0.5301204819277109,166.0,1.2116788321167884,137.0,1.0148148148148148,135.0,1.3775510204081634,212.0,1.1910112359550562,178.0,1.8541666666666667,96.0,0.5748502994011976,167.0,1.2748091603053435,214.0,-0.3130703806252458,0.3291636762650834,66.0,148.0,0.4536597145780612,-0.3088367334650098,0.9151032637426378,-0.0027493661416742,0.1121933385952796,0.285,0.215,0.31,0.36,0.37,2.0
89.0,0.3819742489270386,233.0,2.284313725490196,102.0,0.5483870967741935,186.0,1.207792207792208,175.0,1.7326732673267327,101.0,0.6558441558441559,154.0,1.4807692307692308,104.0,0.6081871345029239,189.0,-0.1818285852229292,0.1790241891848033,67.0,122.0,-0.1358038853265918,-0.3827737488783149,0.828096997876548,-0.7436994947288873,-0.1601981791562132,0.185,0.315,0.355,0.395,0.57,2.0
114.0,0.991304347826087,115.0,1.4024390243902438,82.0,0.543046357615894,151.0,1.51,181.0,1.989010989010989,91.0,0.6408450704225352,142.0,1.2136752136752136,117.0,1.5,179.0,-0.3072528166807983,0.6228603737729,53.0,126.0,0.5751635950027788,-2.450004054489177,0.7017201646500457,-0.2610197998112536,0.1159539513096153,0.505,0.31,0.54,0.68,0.615,2.0
154.0,1.1846153846153846,130.0,0.87248322147651,149.0,1.3796296296296295,108.0,0.6,218.0,2.0373831775700935,107.0,0.6045197740112994,177.0,1.3828125,128.0,0.992248062015504,239.0,-0.1510150491550421,0.4554188780270754,87.0,152.0,0.5771224984494095,0.4295490586012062,0.7361013289118459,0.5299727305139181,0.5299727305139181,0.535,0.57,0.58,0.595,0.595,2.0
186.0,1.0333333333333334,180.0,1.0,180.0,1.487603305785124,121.0,0.4782608695652174,230.0,1.7293233082706767,133.0,0.5,266.0,1.7615894039735098,151.0,0.5373665480427047,243.0,-0.1251262411477006,0.4753455772435482,82.0,161.0,1.1520518163884126,-0.3894535726420771,2.0813250668942405,-0.5140869897612825,-0.4773382444838471,0.315,0.275,0.34,0.395,0.585,2.0
210.0,1.1538461538461535,182.0,0.9837837837837838,185.0,1.0451977401129944,177.0,0.9619565217391304,242.0,1.0476190476190477,231.0,1.0845070422535212,213.0,1.1151832460732984,191.0,1.1169590643274854,265.0,-0.3193442728491924,0.5567179915840941,96.0,169.0,1.2615651956656262,-0.600034989658048,2.253741163107878,-0.8455877028965055,-0.3609857507151059,0.335,0.3,0.36,0.405,0.63,2.0
179.0,1.0529411764705885,170.0,0.9289617486338798,183.0,1.0701754385964912,171.0,1.0961538461538465,245.0,2.2685185185185186,108.0,0.5192307692307693,208.0,1.238095238095238,168.0,0.918032786885246,250.0,-0.2517705032660355,0.5125596631633963,79.0,171.0,1.0670673309710572,-0.4498722215295197,2.021633224483963,-0.6022175678413071,-0.5901316322939614,0.29,0.255,0.32,0.37,0.375,2.0
132.0,0.9635036496350364,137.0,1.0378787878787878,132.0,1.0232558139534884,129.0,0.9847328244274808,175.0,1.2962962962962963,135.0,0.9854014598540146,137.0,1.062015503875969,129.0,0.9923076923076924,180.0,-0.4032594852236789,0.6648053914757652,58.0,122.0,-0.5645575253528063,-0.6966317453103653,2.126681114518659,-1.3197343402352264,-0.2940570993161502,0.17,0.23,0.325,0.5,0.38,2.0
168.0,1.411764705882353,119.0,0.7345679012345679,162.0,1.4727272727272729,110.0,0.7534246575342466,170.0,1.588785046728972,107.0,0.7086092715231788,151.0,1.411214953271028,107.0,0.6445783132530121,204.0,-0.1264894135819912,0.5194427505372078,86.0,118.0,0.6579335212972119,0.3200332771183855,0.7145612228336253,-0.0853264621407901,0.5990989726721847,0.625,0.57,0.665,0.775,0.685,2.0
116.0,1.45,80.0,0.5263157894736842,152.0,1.2666666666666666,120.0,0.9917355371900828,162.0,1.3170731707317074,123.0,1.2947368421052632,95.0,0.931372549019608,102.0,0.6623376623376623,164.0,-0.2848906113140133,0.6433267883858569,51.0,113.0,0.6480213666116463,0.0978612051787877,0.7276571393177058,-0.2431425751143449,0.4659388009689955,0.6,0.49,0.635,0.79,0.675,2.0
148.0,0.9866666666666668,150.0,1.0273972602739727,146.0,1.0,146.0,1.020979020979021,206.0,1.3825503355704698,149.0,1.0492957746478873,142.0,1.0289855072463767,138.0,0.9928057553956836,210.0,-0.2536699219883218,0.3664386540855648,66.0,144.0,0.7912272890139959,-0.2811164782098672,1.796272088987887,-0.5671586962033738,-0.4942242908397539,0.295,0.25,0.315,0.365,0.38,2.0
196.0,1.7345132743362832,113.0,0.5678391959798995,199.0,1.9509803921568627,102.0,0.5024630541871922,175.0,1.7857142857142858,98.0,0.5536723163841808,177.0,1.6857142857142855,105.0,1.141304347826087,196.0,-0.1807625359573966,0.4346455327051852,74.0,122.0,0.3936050597563295,-1.9457410882681876,0.5349523162667287,-0.1571250462819959,0.3037264211929547,0.56,0.38,0.61,0.755,0.66,2.0
157.0,1.0,157.0,1.0129032258064516,155.0,0.981012658227848,158.0,0.8540540540540541,267.0,1.5344827586206897,174.0,0.9015544041450776,193.0,1.078212290502793,179.0,1.1474358974358974,241.0,0.0375449944660394,0.6229237327732262,55.0,186.0,1.0622836353068088,-0.1032041347856562,1.69644505582254,-1.9372223142207028,0.206862245088311,0.215,0.175,0.23,0.275,0.385,2.0
153.0,1.275,120.0,1.0344827586206895,116.0,1.3975903614457832,83.0,0.5220125786163522,153.0,1.2540983606557377,122.0,1.008264462809917,121.0,1.0254237288135593,118.0,0.9672131147540984,171.0,-0.3496372425399061,0.2635919212066028,64.0,107.0,0.2966832300580808,-0.3100631214342118,0.5744392980880775,-0.635085880343321,-0.3297954985068259,0.345,0.245,0.375,0.44,0.645,2.0
166.0,1.5229357798165135,109.0,0.6606060606060606,165.0,1.4224137931034482,116.0,0.7295597484276729,183.0,1.7102803738317758,107.0,0.6772151898734177,158.0,1.6288659793814433,97.0,0.6598639455782312,216.0,-0.1069850809167082,0.4584531804589723,88.0,128.0,0.5409239446678585,0.6144778921315509,0.6494611701473078,0.6336311363163076,0.2583396455347139,0.58,0.615,0.625,0.635,0.7,2.0
138.0,1.0147058823529411,136.0,1.054263565891473,129.0,0.9148936170212766,141.0,0.9791666666666666,144.0,1.1338582677165354,127.0,0.7426900584795322,171.0,1.4491525423728813,118.0,0.6629213483146067,179.0,-0.0926885111580336,0.4585596017638825,79.0,100.0,0.522082074069241,-1.9355547848016728,0.6014546328405181,-0.0252610432887195,0.5224589944636671,0.63,0.445,0.665,0.825,0.7,2.0
135.0,1.2735849056603774,106.0,0.7681159420289855,138.0,1.022222222222222,135.0,1.0975609756097562,159.0,1.2926829268292683,123.0,1.025,120.0,0.9448818897637796,127.0,0.9621212121212122,181.0,-0.1574146842086416,0.5028088602024232,70.0,111.0,0.5514428997870536,0.5751979699333871,0.6354972129633981,-0.1103228139918843,0.6056522416463892,0.585,0.605,0.63,0.805,0.645,2.0
104.0,1.223529411764706,85.0,0.3990610328638497,213.0,1.805084745762712,118.0,0.6629213483146067,166.0,1.4434782608695653,115.0,0.6216216216216216,185.0,1.7788461538461535,104.0,0.6933333333333334,189.0,-0.1078772154711155,0.5268845926624621,73.0,116.0,0.8127026180326334,0.7316984505353703,0.8363106315433264,0.4814465806382579,0.4814465806382579,0.555,0.565,0.585,0.65,0.65,2.0
176.0,1.9775280898876404,89.0,0.7606837606837606,117.0,0.6464088397790055,181.0,1.9673913043478264,164.0,0.8541666666666666,192.0,1.263157894736842,152.0,1.0482758620689656,145.0,1.858974358974359,181.0,-0.2026903200370894,0.3051767925741965,67.0,114.0,0.1947972322688121,-1.4766433761534397,0.2945483291378265,0.1160995332953876,0.178861550023833,0.55,0.37,0.6,0.63,0.635,2.0
125.0,0.5630630630630631,222.0,1.930434782608696,115.0,1.0267857142857142,112.0,0.509090909090909,95.0,0.39915966386554624,238.0,1.0672645739910314,223.0,0.9911111111111112,225.0,1.991150442477876,136.0,-0.2637199483726336,1.093900755274864,70.0,66.0,1.6673263270512264,-0.5048233420175842,2.662419621347446,-1.8695078115917405,2.279007099655676,0.485,0.44,0.515,0.755,0.55,2.0
